STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1998,,490964941,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",1999,,491885167,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2000,,492626351,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2001,,493436411,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2002,,494717336,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2003,,496598123,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2004,,498638343,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2005,,500669436,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2006,,502624062,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2007,,504672822,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2008,,506699182,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2009,,508345712,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2010,,509593115,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2011,,509483278,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2012,,510587735,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2013,,511472912,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2014,,512700032,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2015,,514138487,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2016,,515556391,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2017,,516703179,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2018,,517888876,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EEA31,"European Economic Area (EU28 - 2013-2020 and IS, LI, NO)",2019,,519173322,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,1995,,11698115,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,1996,,11753135,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,1997,,11796423,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,1998,,11847180,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,1999,,11915506,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2000,,11989066,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2001,,12061767,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2002,,12144129,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2003,,12227454,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2004,,12308056,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2005,,12391893,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2006,,12483428,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2007,,12607097,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2008,,12768773,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2009,,12926797,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2010,,13068224,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2011,,13220811,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2012,,13372806,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2013,,13530259,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2014,,13690711,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2015,,13840598,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2016,,13982644,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2017,,14110170,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2018,,14217211,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2019,,14322301,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2020,,14423005,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2021,,14524567,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2022,,14655711,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2023,,14833931,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EFTA,European Free Trade Association,2024,,15004816,,p,provisional,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EL,Greece,1995,,10562153,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EL,Greece,1996,,10608800,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EL,Greece,1997,,10661259,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EL,Greece,1998,,10720509,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EL,Greece,1999,,10761698,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EL,Greece,2000,,10805808,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,EL,Greece,2001,,10862132,,,,,
